n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,partrgrno,lottoID
12,527774983F,01952630356,"IDROTER snc DI BARONI WALTER, GIANNASI GIAMBATTISTA E MANARI UMBERTO",01-MANDANTE,,12,idm353
12,527774983F,02764870362,FEA S.R.L.,02-MANDATARIA,,12,idm353
12,527774983F,01106410044,EDILCEBANA srl,01-MANDANTE,,13,idm353
12,527774983F,01722930011,FERRUCCIO ZUBLENA srl,02-MANDATARIA,,13,idm353
12,527774983F,SRRMRC81S23C710R,Serrao Marco,01-MANDANTE,,14,idm353
12,527774983F,01678590793,GE.CO. srl,02-MANDATARIA,,14,idm353
12,527774983F,04540210657,L.I.A. srl,01-MANDANTE,,15,idm353
12,527774983F,04352140653,GFA srl,02-MANDATARIA,,15,idm353
12,527774983F,07341480015,MASSANO srl,01-MANDANTE,,16,idm353
12,527774983F,08368500016,GODINO SCAVI srl,02-MANDATARIA,,16,idm353
12,527774983F,03509521211,EDIL SAN FELICE srl,01-MANDANTE,,17,idm353
12,527774983F,02349750642,IMPRECAL srl,02-MANDATARIA,,17,idm353
12,527774983F,02093030654,GIO.FE.MI. di Zuccaro Biagio e Michele snc,01-MANDANTE,,18,idm353
12,527774983F,04731480655,IMPRESA ADINOLFI GIOVANNI srl,02-MANDATARIA,,18,idm353
12,527774983F,02506290606,C.S.C. srl,01-MANDANTE,,19,idm353
12,527774983F,GNTVTR60B26H282V,IMPRESA EDILE  E STRADALE GENTILE VITTORINO,02-MANDATARIA,,19,idm353
12,527774983F,03528360658,Co.ge.vo. srl,01-MANDANTE,,20,idm353
12,527774983F,02750460640,INFRATERR srl,02-MANDATARIA,,20,idm353
12,527774983F,01900290220,GEOTRENTINA srl,01-MANDANTE,,21,idm353
12,527774983F,01589120235,ITALBETON,02-MANDATARIA,,21,idm353
12,527774983F,01771030762,PASCALE PREFABBRICATI srl,01-MANDANTE,,22,idm353
12,527774983F,03666960483,ITALBUILD s.r.l.,02-MANDATARIA,,22,idm353
12,527774983F,01304860511,SOIL TEST SRL DITTA,01-MANDANTE,,23,idm353
12,527774983F,00524560489,ITALSCAVI S.A.S **,02-MANDATARIA,,23,idm353
12,527774983F,01071490468,Impresa costruzioni GUIDI GINO spa,01-MANDANTE,,24,idm353
12,527774983F,01944720489,LA CALENZANO ASFALTI S.P.A. ASFALTI,02-MANDATARIA,,24,idm353
12,527774983F,04863301000,DI Maulo - costruzioni- srl,01-MANDANTE,,25,idm353
12,527774983F,05162381007,M.C.G. spa,02-MANDATARIA,,25,idm353
12,527774983F,06229631004,ETEIRON  srl,01-MANDANTE,,26,idm353
12,527774983F,02671280606,MUCCITELLI srl,02-MANDATARIA,,26,idm353
12,527774983F,01999330069,COEDIS SRL,01-MANDANTE,,27,idm353
12,527774983F,02163580026,Impresa costruzioni CO.GE.BI. srl,01-MANDANTE,,27,idm353
12,527774983F,01966190066,NEMO srl,02-MANDATARIA,,27,idm353
12,527774983F,00307360594,SONGEO srl,01-MANDANTE,,28,idm353
12,527774983F,06733521006,OIKOS srl,02-MANDATARIA,,28,idm353
12,527774983F,04077701003,BASILI ENRICO srl,01-MANDANTE,,29,idm353
12,527774983F,00575930565,ORTANA ASFALTI srl,02-MANDATARIA,,29,idm353
12,527774983F,01460980673,MAZZAFERRI srl,01-MANDANTE,,30,idm353
12,527774983F,03002660615,PICCOLO COSTRUZIONI srl,02-MANDATARIA,,30,idm353
12,527774983F,01564900502,SAMMINIATESE POZZI srl,01-MANDANTE,,31,idm353
12,527774983F,00752930487,POLISTRADE COSTRUZIONI GENERALI spa,02-MANDATARIA,,31,idm353
12,527774983F,06068550638,Trivel Sondaggi srl,01-MANDANTE,,32,idm353
12,527774983F,04522950650,COSTRUZIONI RUBERTO srl,02-MANDATARIA,,32,idm353
12,527774983F,02904160989,GARDA PERFORAZIONI srl,01-MANDANTE,,33,idm353
12,527774983F,01962060974,SATREL spa,02-MANDATARIA,,33,idm353
12,527774983F,01545170761,CALABRIA PASQUALE srl,01-MANDANTE,,34,idm353
12,527774983F,02031830785,SAVIGI COSTRUZIONI srl,02-MANDATARIA,,34,idm353
12,527774983F,01306810449,F.lli Caminonni srl,01-MANDANTE,,35,idm353
12,527774983F,01273960557,IMPRESA COSTRUZIONI TOMMASONI srl,02-MANDATARIA,,35,idm353
12,527774983F,02016810984,RAMBALDINI SCAVI srl,01-MANDANTE,,36,idm353
12,527774983F,00784280349,CALZOLARI PERFORAZIONI srl,01-MANDANTE,,36,idm353
12,527774983F,ZNNRRT75D03C219J,ZANNINI ROBERTO,02-MANDATARIA,,36,idm353
12,527774983F,00647770866,CIESSECI S.R.L.,01-MANDANTE,,37,idm353
12,527774983F,00862810140,CO.GE.TRI. Srl,02-MANDATARIA,,37,idm353
12,527774983F,01440060760,3 B IMMOBILIARE srl,,,,idm353
12,527774983F,07675601004,CONSORZIO STABILE AEDARS,,,,idm353
12,527774983F,00604240770,ALBERGO APPALTI srl,,,,idm353
12,527774983F,02160300402,AMBROGETTI srl,,,,idm353
12,527774983F,01848780274,ANESE srl,,,,idm353
12,527774983F,02168670541,ANTONINI srl,,,,idm353
12,527774983F,00858180532,BRAMERINI FRANCESCO & FIGLI srl,,,,idm353
12,527774983F,01178170765,BULFARO spa,,,,idm353
12,527774983F,06910141214,C. & A. COSTRUZIONI srl,,,,idm353
12,527774983F,01685300400,CONSORZIO ARTIGIANI ROMAGNOLO soc coop,,,,idm353
12,527774983F,03394741213,CASILLO GENNARO COSTRUZIONI sas DELL' ING. ANTONIO CASILLO & C.,,,,idm353
12,527774983F,00281620377,CONSORZIO COOPERATIVE COSTRUZIONI CCC,,,,idm353
12,527774983F,03431480379,COOPERATIVA EDILE APPENNINO SOCIETA',,,,idm353
12,527774983F,00447840356,C.F.C. SOC. COOP,,,,idm353
12,527774983F,01411800301,IMPRESA CIMENTI srl,,,,idm353
12,527774983F,00091740472,C.M.S.A. Soc. Coop.,,,,idm353
12,527774983F,00395720501,COBESCO S.R.L.,,,,idm353
12,527774983F,07264650636,CO.GE.DI. SRL,,,,idm353
12,527774983F,03458520610,CO.GE.STRA. srl,,,,idm353
12,527774983F,01468850670,COGET srl,,,,idm353
12,527774983F,09530091009,CONSORZIO IMPRESE RIUNITE SOCIETA' CONSORTILE A R.L.,,,,idm353
12,527774983F,03843610613,CONSORZIO A.R.E.M. LAVORI,,,,idm353
12,527774983F,02063960567,CONSORZIO STABILE ETRUSCO,,,,idm353
12,527774983F,01222090498,Cooperativa Lavoratori delle Costruzioni - Societa' Cooperativa,,,,idm353
12,527774983F,00657410148,COSTRUZIONI CERRI srl,,,,idm353
12,527774983F,04378131009,COSTRUZIONI GENERALI ZOLDAN srl,,,,idm353
12,527774983F,02155400241,COSTRUZIONI MIOTTI spa,,,,idm353
12,527774983F,00228840278,CONSORZIO VENETO COOPERATIVO s. coop. p.a,,,,idm353
12,527774983F,03975140231,C.S.E. CONSORZIO STABILE EUROPEO,,,,idm353
12,527774983F,02637360609,EDIL VALLE srl,,,,idm353
12,527774983F,00304210594,EDILNOVA srl,,,,idm353
12,527774983F,01674150402,EDILTURCI srl,,,,idm353
12,527774983F,05565071213,CONSORZIO STABILE EGECO SOCIETA’ CONSORTILE A R.L.,,,,idm353
12,527774983F,01145520761,EREDI PEPE SALVATORE snc DI PEPE ALFONSO,,,,idm353
12,527774983F,03551070174,FAVINI COSTRUZIONI SRL,,,,idm353
12,527774983F,00297630170,FIMET SPA,,,,idm353
12,527774983F,02314460607,G. & M. LAVORI srl,,,,idm353
12,527774983F,03541191213,GEMIS srl,,,,idm353
12,527774983F,04416860650,GORRASI COST. srl,,,,idm353
12,527774983F,01815290612,HYDROGEO srl IDROLOGIA E GEOTECNICA,,,,idm353
12,527774983F,01058970508,I.E.S. DI BERTI GEOM. ROMOLO S.R.L.,,,,idm353
12,527774983F,00052630555,I.G.C. IMPRESA GENERALE COSTRUZIONI srl,,,,idm353
12,527774983F,00263880254,IMPRESA COSTRUZIONI TOLLOT srl,,,,idm353
12,527774983F,01643310590,IMPRESA DI CESARE GINO srl,,,,idm353
12,527774983F,03040140265,LF COSTRUZIONI srl,,,,idm353
12,527774983F,00234670529,MENCONI srl,,,,idm353
12,527774983F,06497400587,MONACO spa,,,,idm353
12,527774983F,02242790646,OFFICINE SAN GIORGIO srl,,,,idm353
12,527774983F,01107550772,PA.E.CO. Srl,,,,idm353
12,527774983F,01806540546,PAGGI ADELMO srl,,,,idm353
12,527774983F,05462470963,PI.CA.HOLDING.IT.SPA,,,,idm353
12,527774983F,00820700474,ROSI LEOPOLDO SPA,,,,idm353
12,527774983F,03670680242,ROSSI COSTRUZIONI GENERALI SRL,,,,idm353
12,527774983F,01542280589,SALES spa,,,,idm353
12,527774983F,04585551007,S.A.R.E.P. srl,,,,idm353
12,527774983F,01978310546,SEPRIM DELL' ING.SANTINI GIUSEPPE sas,,,,idm353
12,527774983F,11571821005,SII SERVIZI INTEGRATI IMPRESA srl,,,,idm353
12,527774983F,02936590104,TEAS srl,,,,idm353
12,527774983F,00868050147,TIDIEMME srl,,,,idm353
12,527774983F,03047870377,UNIFICA SCRL,,,,idm353
12,527774983F,01335160469,VARIA COSTRUZIONI S.R.L.,,,,idm353
12,527774983F,01500950488,VARVARITO LAVORI - SOCIETA' A RESPONSABILITA' LIMITATA,,,,idm353
12,527774983F,02533620270,VENETA DAL FARRA srl,,,,idm353
12,527774983F,00408860476,VESCOVI RENZO SPA,,,,idm353
12,527774983F,01547140176,VEZZOLA spa,,,,idm353
12,527774983F,00569180292,C.G.X. Costruzioni Generali Xodo srl,,,,idm353
13,52813579A9,03103040402,Impresa costruzioni ANTONINI GREGORIO & C. S.N.C.,01-MANDANTE,,0,idm918
13,52813579A9,02160300402,AMBROGETTI srl,02-MANDATARIA,,0,idm918
13,52813579A9,ZCCSGG58H25G393V,ZECCHINI SERGIO GIOVANNI,01-MANDANTE,,1,idm918
13,52813579A9,02394930347,BULGARANI COSTRUZIONI S.R.L.,01-MANDANTE,,1,idm918
13,52813579A9,01668660358,BM SCAVI S.R.L.,02-MANDATARIA,,1,idm918
13,52813579A9,00181520396,GAMIE S.R.L.,01-MANDANTE,,2,idm918
13,52813579A9,00014020978,BANCHELLI REMO SRL,02-MANDATARIA,,2,idm918
13,52813579A9,03817210655,G. & V. COSTRUZIONI S.R.L.,01-MANDANTE,,3,idm918
13,52813579A9,04243781210,BUONO RAFFAELE LAVORI EDILI S.R.L.,02-MANDATARIA,,3,idm918
13,52813579A9,06807420580,IMPRENDITORI ASSOCIATI S.R.L.,01-MANDANTE,,4,idm918
13,52813579A9,07634680016,CANTIERI MODERNI srl,02-MANDATARIA,,4,idm918
13,52813579A9,04753790015,ESSE.CI S.R.L.,01-MANDANTE,,5,idm918
13,52813579A9,CRBMNR58E48H212M,CARBONE MARIO DI CARBONE MARINA,02-MANDATARIA,,5,idm918
13,52813579A9,03536680758,ELE.MER. SRL,01-MANDANTE,,6,idm918
13,52813579A9,04138400751,CENTONZE STRADE  SRL,02-MANDATARIA,,6,idm918
13,52813579A9,02278850595,ACOS SRL,01-MANDANTE,,7,idm918
13,52813579A9,02508250616,CO.PI. ENGINEERING SRL,02-MANDATARIA,,7,idm918
13,52813579A9,02217800396,CONSORZIO STABILE TERRA,01-MANDANTE,,8,idm918
13,52813579A9,03428670362,CO.VE.MA. Srl,02-MANDATARIA,,8,idm918
13,52813579A9,05874170821,GIADA COSTRUZIONI SRL,01-MANDANTE,,9,idm918
13,52813579A9,05712490829,COGES GROUP SRL,02-MANDATARIA,,9,idm918
13,52813579A9,00319070942,FRATELLI DI MENNA & FIGLI srl,01-MANDANTE,,10,idm918
13,52813579A9,00364900944,Co.ge.vI. SRL,02-MANDATARIA,,10,idm918
13,52813579A9,01145980437,STACCHIO IMPIANTI SRL,01-MANDANTE,,11,idm918
13,52813579A9,00418400438,EDILBIANGI SRL,02-MANDATARIA,,11,idm918
13,52813579A9,01705060760,MAFFULLO COSTRUZIONI SRL,01-MANDANTE,,12,idm918
13,52813579A9,03059580658,EUROAPPALTI SRL,02-MANDATARIA,,12,idm918
13,52813579A9,00823290119,EFFE INGEGNERIA E COSTRUZIONI SRL,01-MANDANTE,,13,idm918
13,52813579A9,01965030461,FENICEIMPRESA SRL COSTRUZIONI E SERVIZI GENERALI,02-MANDATARIA,,13,idm918
13,52813579A9,01481370482,SO.GE.L.M.A. SOCIETA' GENERALE LAVORI MANUTENZIONE APPALTI SRL,01-MANDANTE,,14,idm918
13,52813579A9,01130800533,FRANCINI VINICIO SNC,02-MANDATARIA,,14,idm918
13,52813579A9,04540210657,L.I.A. srl,01-MANDANTE,,15,idm918
13,52813579A9,04352140653,GFA srl,02-MANDATARIA,,15,idm918
13,52813579A9,00868050147,TIDIEMME srl,01-MANDANTE,,16,idm918
13,52813579A9,00784590143,G.MA.CO. COSTRUZIONI SER,02-MANDATARIA,,16,idm918
13,52813579A9,10623191003,EMMEBI 77 SRL,01-MANDANTE,,17,idm918
13,52813579A9,12438661006,GATOR 82 LAVORI SRL,02-MANDATARIA,,17,idm918
13,52813579A9,02268570542,M.M. SRL,01-MANDANTE,,18,idm918
13,52813579A9,02887970545,BURANI ENIO & C.SAS,01-MANDANTE,,18,idm918
13,52813579A9,00166360545,GOSTI SRL,02-MANDATARIA,,18,idm918
13,52813579A9,02540020647,CIASULLO COSTRUZIONI SRL,01-MANDANTE,,19,idm918
13,52813579A9,02624330649,ROBERTO GROUP SRL,01-MANDANTE,,19,idm918
13,52813579A9,02686950649,GRAMA SRL,02-MANDATARIA,,19,idm918
13,52813579A9,02506290606,C.S.C. srl,01-MANDANTE,,20,idm918
13,52813579A9,GNTVTR60B26H282V,IMPRESA EDILE  E STRADALE GENTILE VITTORINO,02-MANDATARIA,,20,idm918
13,52813579A9,00841060106,PODESTA' AMEDEO SRL,01-MANDANTE,,21,idm918
13,52813579A9,01550710998,TRAVERSONE SAS,02-MANDATARIA,,21,idm918
13,52813579A9,BNCNGL50R03C745R,BIANCHINI ANGELO,01-MANDANTE,,22,idm918
13,52813579A9,00524560489,ITALSCAVI S.A.S **,02-MANDATARIA,,22,idm918
13,52813579A9,03703440655,COFEM di ANGELO VILLANO & C. SAS,01-MANDANTE,,23,idm918
13,52813579A9,01847450762,MARCO POLO APPALTI SRL,02-MANDATARIA,,23,idm918
13,52813579A9,01000500353,F.A.R. srl,01-MANDANTE,,24,idm918
13,52813579A9,01781380348,MC SRL,02-MANDATARIA,,24,idm918
13,52813579A9,04710820657,VERTULLO COSTRUZIONI SRL,01-MANDANTE,,25,idm918
13,52813579A9,PGNDRN72D24H703R,PAGNOTTO ADRIANO,02-MANDATARIA,,25,idm918
13,52813579A9,04068300658,ITAL COMPANY COSTRUZIONI SRL,01-MANDANTE,,26,idm918
13,52813579A9,PRNMRC78C14G793L,PERONE MARCO COSTRUZIONI,02-MANDATARIA,,26,idm918
13,52813579A9,03254350543,C. & B. SRL,01-MANDANTE,,27,idm918
13,52813579A9,01978310546,SEPRIM DELL' ING.SANTINI GIUSEPPE sas,02-MANDATARIA,,27,idm918
13,52813579A9,01157610534,2G SRL,01-MANDANTE,,28,idm918
13,52813579A9,00797300530,TENCI TULLIO SRL,02-MANDATARIA,,28,idm918
13,52813579A9,03265150874,MA.GI. SRL,01-MANDANTE,,29,idm918
13,52813579A9,10349041003,TIFINVEST SRL,02-MANDATARIA,,29,idm918
13,52813579A9,01176510459,BUSON SRL,01-MANDANTE,,30,idm918
13,52813579A9,00814870424,LA MACCHIA,01-MANDANTE,,30,idm918
13,52813579A9,TRDGNN75B45E522K,TRIDELLO GENNI,02-MANDATARIA,,30,idm918
13,52813579A9,02016810984,RAMBALDINI SCAVI srl,01-MANDANTE,,31,idm918
13,52813579A9,01466480298,VERDIMPIANTI SRL,02-MANDATARIA,,31,idm918
13,52813579A9,GFFMHL68L07C879K,IMPRESA EDILE DI GOFFREDO MICHELE,01-MANDANTE,,32,idm918
13,52813579A9,04298780653,SCAGLIONE COSTRUZIONI GENERALE SRL,02-MANDATARIA,,32,idm918
13,52813579A9,01440060760,3 B IMMOBILIARE srl,,,,idm918
13,52813579A9,03666960483,ITALBUILD s.r.l.,,,,idm918
13,52813579A9,01652610641,3R COSTRUZIONI s.r.l.,,,,idm918
13,52813579A9,02477950246,ADICO DRL,,,,idm918
13,52813579A9,01997520307,ADRIACOS s.r.l.,,,,idm918
13,52813579A9,01293400626,ALPIN s.r.l.,,,,idm918
13,52813579A9,03567100650,AMBITER s.r.l.,,,,idm918
13,52813579A9,02168670541,ANTONINI srl,,,,idm918
13,52813579A9,00526400650,AUTOTRASPORTI F.LLI PIERRO & C.MOVIMENTO TERRA E FRANTUMAZIONE PIETRE S.N.C. DI PIERRO FRANCESCO E ROSARIO,,,,idm918
13,52813579A9,04454520653,AVALLONE COSTRUZIONI S.R.L.,,,,idm918
13,52813579A9,01742600461,B.E.A.,,,,idm918
13,52813579A9,00931311005,AVR,,,,idm918
13,52813579A9,00487540163,BERGAMELLI S.R.L.,,,,idm918
13,52813579A9,00421510488,BERTI SISTO E C. LAVORI STRADALI S.P.A.,,,,idm918
13,52813579A9,01173610468,BICICCHI FELICE S.R.L. BICICCHI FELICE S.R.L.,,,,idm918
13,52813579A9,03648620635,BRANCACCIO COSTRUZIONI S.P.A.,,,,idm918
13,52813579A9,09955650016,BRESCIANI ASFALTI S.R.L.,,,,idm918
13,52813579A9,01178170765,BULFARO spa,,,,idm918
13,52813579A9,00103910519,C.A.B. S.R.L.,,,,idm918
13,52813579A9,01905100468,CABRINI ALBINO,,,,idm918
13,52813579A9,02460190644,CACCAVALE APPALTI & COSTRUZIONI S.R.L.,,,,idm918
13,52813579A9,01685300400,CONSORZIO ARTIGIANI ROMAGNOLO soc coop,,,,idm918
13,52813579A9,02275540595,CARCONE ARCH. GIUSEPPE srl,,,,idm918
13,52813579A9,00973060502,CASTAF S.R.L.,,,,idm918
13,52813579A9,01634150633,CASTALDO S.P.A.,,,,idm918
13,52813579A9,01122860776,CASTELLANO COSTRUZIONI GENERALI,,,,idm918
13,52813579A9,00281620377,CONSORZIO COOPERATIVE COSTRUZIONI CCC,,,,idm918
13,52813579A9,03431480379,COOPERATIVA EDILE APPENNINO SOCIETA',,,,idm918
13,52813579A9,01229510464,CEMEMBIT S.R.L.,,,,idm918
13,52813579A9,00447840356,C.F.C. SOC. COOP,,,,idm918
13,52813579A9,03879180655,C.G.F. SRL,,,,idm918
13,52813579A9,00594070294,C.I.MO.TER. SRL,,,,idm918
13,52813579A9,00091740472,C.M.S.A. Soc. Coop.,,,,idm918
13,52813579A9,02487951200,CO.AR.CO CONSORSI ARTIGIANI COSTRUTTORI,,,,idm918
13,52813579A9,00395720501,COBESCO S.R.L.,,,,idm918
13,52813579A9,00651720666,CODIMAR,,,,idm918
13,52813579A9,07264650636,CO.GE.DI. SRL,,,,idm918
13,52813579A9,01332730298,COGEFRI SRL,,,,idm918
13,52813579A9,12478891000,COGEPI SRL,,,,idm918
13,52813579A9,03458520610,CO.GE.STRA. srl,,,,idm918
13,52813579A9,03843610613,CONSORZIO A.R.E.M. LAVORI,,,,idm918
13,52813579A9,03843610613,CONSORZIO STABILE KALOS,,,,idm918
13,52813579A9,03126320369,CONSORZIO STABILE MODENESE SPA,,,,idm918
13,52813579A9,09099701006,CONSORZIO STABILE POLICOST società consortile a R.L.,,,,idm918
13,52813579A9,00291390375,COOPERATIVA COSTRUZIONI,,,,idm918
13,52813579A9,00697560357,CONSORZIO CORMA,,,,idm918
13,52813579A9,00512340878,COSEDIL S.P.A.,,,,idm918
13,52813579A9,06568581216,COSTRUZIONI D.O.C. SRL,,,,idm918
13,52813579A9,01798430615,COSTRUZIONI ING PENZI SPA,,,,idm918
13,52813579A9,02487510352,COSTRUZIONI MORINI SRL,,,,idm918
13,52813579A9,00228840278,CONSORZIO VENETO COOPERATIVO s. coop. p.a,,,,idm918
13,52813579A9,03199740618,D.B.L. APPALTI SRL,,,,idm918
13,52813579A9,00146220462,DEL DEBBIO S.P.A.,,,,idm918
13,52813579A9,01036990917,DELUSSU COSTRUZIONI SRL,,,,idm918
13,52813579A9,08624070580,DE.SA.MA. COSTRUZIONI srl,,,,idm918
13,52813579A9,00453770497,DI GABBIA ADOLFO & FIGLIO SRL,,,,idm918
13,52813579A9,06848031214,DIERRE COSTRUZIONI SRL,,,,idm918
13,52813579A9,03385230614,DLM COSTRUZIONI SRL,,,,idm918
13,52813579A9,04751390016,EDIL MA.VI TORINO SRL,,,,idm918
13,52813579A9,02637360609,EDIL VALLE srl,,,,idm918
13,52813579A9,08455980014,EDILGAMMA SRL,,,,idm918
13,52813579A9,01977310034,EDILPRESTA SRL,,,,idm918
13,52813579A9,03972890754,EDILSALENTO STRADE SRL,,,,idm918
13,52813579A9,00571410455,EDILTECNICA SRL,,,,idm918
13,52813579A9,09710231003,EDINVEST SRL,,,,idm918
13,52813579A9,00144840477,ENDIASFALTI SPA,,,,idm918
13,52813579A9,01413200336,ETS ECOTECNOLOGIE STRADALI SRL,,,,idm918
13,52813579A9,03424470619,EUREKA 2008 SOCIETA' COOPERATIVA,,,,idm918
13,52813579A9,02166550653,FRATELLI STROLLO DI STROLLO LEONE SNC,,,,idm918
13,52813579A9,03551070174,FAVINI COSTRUZIONI SRL,,,,idm918
13,52813579A9,02764870362,FEA S.R.L.,,,,idm918
13,52813579A9,04669431217,FELCO COSTRUZIONI GENERALI SRL,,,,idm918
13,52813579A9,00801560525,FERI NATALE SRL,,,,idm918
13,52813579A9,FLSGTN46S14G795V,FILOSA GAETANO,,,,idm918
13,52813579A9,10034111004,FIORENTINI APPALTI SRL,,,,idm918
13,52813579A9,00111030508,IMPRESA LAVORI INGG. UMBERTO FORTI E FIGLIO SPA,,,,idm918
13,52813579A9,01241490430,FRANCUCCI SRL,,,,idm918
13,52813579A9,00279260368,FRANTOIO FONDOVALLE SRL,,,,idm918
13,52813579A9,00126690502,FRASSINELLI SRL,,,,idm918
13,52813579A9,00306380296,FREGUGLIA srl,,,,idm918
13,52813579A9,04743670657,G.E.F. SRL,,,,idm918
