n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,aggrgrno,lottoID
45,6397475361,08786190150,SIRAM,,,,idm2844
46,643611521E,02466460652,RUSSO COSTRUZIONI DI RUSSO GEOM. VINCENZO & C.,,,,idm2891
47,64505423A7,03722000480,CEPISS coop soc onlus,,,,idm2976
48,64745106AB,02537350379,LE MACCHINE CELIBI,,,,idm2996
49,64959535FE,05339120486,CONSORZIO METROPOLI - SOCIETA' COOPERATIVA SOCIALE ONLUS,,,,idm3019
50,6504138877,02298700010,OLIVETTI TECNOST S.P.A. ASSIST.APPARECCH.ELETTR.,,,,idm3042
51,650417462D,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA,,,,idm3062
52,65053543F2,01798650402,ZAMBELLI SRL,02-MANDATARIA,,0,idm3082
52,65053543F2,01940350505,GIULIANI PIERO,01-MANDANTE,,0,idm3082
53,651046098B,00748490158,RICOH ITALIA SRL MANUT. MACCHINE PER UFFICIO,,,,idm3200
54,6510577A18,01856380504,Hyperborea s.r.l.,02-MANDATARIA,,0,idm3235
54,6510577A18,02758170167,M.I.D.A. INFORMATICA S.R.L.,01-MANDANTE,,0,idm3235
55,65143969A2,03182700488,CORPO VIGILI GIURATI - S.P.A.,,,,idm3267
56,6516996B38,00144840477,ENDIASFALTI SPA,01-MANDANTE,,0,idm3312
56,6516996B38,01944720489,LA CALENZANO ASFALTI S.P.A. ASFALTI,02-MANDATARIA,,0,idm3312
57,65175872F0,01748240460,SO&CO (CONSORZIO PER LA COOPERAZIONE E LA SOLIDARIETA'),01-MANDANTE,,0,idm3419
57,65175872F0,04876970486,CO&SO,02-MANDATARIA,,0,idm3419
57,65175872F0,05663940483,RIFREDI INSIEME - SOCIETA' COOPERATIVA SOCIALE,01-MANDANTE,,0,idm3419
57,65175872F0,07639750012,diaconia valdese,01-MANDANTE,,0,idm3419
58,653746679A,04601300488,FIRMA SRL,,,,idm3467
59,6538205971,03036170482,C.B.F. DI FIBBI GIAMPAOLO E C. S.N.C. IMPIANTI ELETTRICI,,,,idm3568
60,6538280756,05759750481,MAGNELLI ENZO S.N.C. DI MAGNELLI ANDREA & MORETTI MARCELLA,,,,idm3669
61,65392675D6,05370350489,INTEC S.R.L.,,,,idm3776
62,6541942551,00228000675,EDILCOSTRUZIONI Group S.R.L.,,,,idm3841
63,6543122316,03686610480,CO.R.EDIL S.A.S. DI MARIO MACOR  ANGIOLINI E C.,,,,idm3936
64,65444570C4,03123960480,BRACONI COSTRUZIONI S.R.L EDILE,,,,idm3969
65,6553009219,00955050489,RESTAURI ARTISTICI E MONUMENTALI DI FABIO MANNUCCI S.N.C.,,,,idm4064
66,6602480AD9,04272890486,COOP IL CENACOLO,01-MANDANTE,,0,idm4123
66,6602480AD9,94043850489,CARITAS DIOCESANA FIRENZE,02-MANDATARIA,,0,idm4123
67,6612408BB1,00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,,,,idm4158
68,6624376003,03607960485,CAT COOP.SOC.LE ONLUS,,,,idm4181
69,6624426943,03607960485,CAT COOP.SOC.LE ONLUS,,,,idm4207
70,6624433F08,03382330482,ARCA - COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,,,,idm4233
71,66244469C4,03722000480,CEPISS coop soc onlus,,,,idm4256
72,6624453F89,04876970486,CO&SO,,,,idm4276
73,6649881765,00194480455,coop sociale g.di vittorio onlus,01-MANDANTE,,0,idm4296
73,6649881765,04139790481,CONSORZIO ZENIT COOPERATIVA SOCIALE CONSORTILE A RESPONSABILITA' LIMITATA SIGLABILE IN ZENIT COOP SOC. CONS A R.L.,02-MANDATARIA,,0,idm4296
73,6649881765,04902970484,ELFO - ONLUS - SOCIETA' COOPERATIVA SOCIALE,02-MANDATARIA,,0,idm4296
74,6667102A9C,00801560525,FERI NATALE SRL,,,,idm4351
75,6667424457,05682710487,EKOLAV srl,,,,idm4371
76,66796372D4,00394740484,IMPRESA CELLINI S.R.L.,,,,idm4391
77,6707880DAD,00121600514,A.L.A.BUS SRL,,,,idm4422
78,67078840FE,06027830485,TOSCANA BUS SRL AUTONOLEGGIO,,,,idm4442
79,6707901F01,06027830485,TOSCANA BUS SRL AUTONOLEGGIO,,,,idm4462
80,670790959E,06027830485,TOSCANA BUS SRL AUTONOLEGGIO,,,,idm4482
81,6707915A90,06473721006,BUSITALIA SITA NORD SRL,,,,idm4502
82,6730972DCC,00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,,,,idm4522
83,673098260F,00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,,,,idm4542
84,6730991D7A,00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,,,,idm4571
85,6750046A2A,01237131004,IGEAMED,02-MANDATARIA,,0,idm4591
85,6750046A2A,01237131006,IGEAM,02-MANDATARIA,,0,idm4591
85,6750046A2A,03945320962,DELOITTE CONSULTING,02-MANDATARIA,,0,idm4591
85,6750046A2A,10178221007,IGEAM ACADEMY,02-MANDATARIA,,0,idm4591
85,6750046A2A,10317360153,COM METODI,01-MANDANTE,,0,idm4591
86,6752263FAF,09243281004,SISTHEMA SRL,,,,idm4647
87,6755560079,05641980726,Manutenzioni srl,,,,idm4667
88,6755568711,05481180486,SOF S.P.A.,,,,idm4687
89,6755578F4F,06035080636,SETI SNC,,,,idm4705
90,6755585519,00971430582,DAB SISTEMI INTEGRATI SRL,,,,idm4724
91,6755590938,01673510507,PANTANI E CONTI SRL,,,,idm4742
92,6755594C84,04426840486,ELETTRO LINE DI ROSSELLI R. E TADDEI S. S.N.C. IMPIANTI ELETTRICI,,,,idm4760
93,67556033F4,01373380516,IGE IMPIANTI SRL,,,,idm4778
94,6755619129,02399660188,EUROELETTRICA IMPAINTI SRL,,,,idm4796
95,67556678C3,03931011211,COSTRUZIONI VITALE SRL,,,,idm4815
96,675573942F,02079050486,TERMOIDRAULICA FIUMI & C. S.R.L.,,,,idm4833
97,67557469F4,04734880489,TECNOEDIL SISTEMI S.R.L.,,,,idm4851
98,675577845E,02337000695,ACCORD ASCENSORI SRL,,,,idm4871
99,6755791F15,03265150874,MA.GI. SRL,,,,idm4889
100,67557995B2,00906921002,FERRARI&C. SRL,,,,idm4907
101,6755826BF8,03121301216,DI MADERO E FIGLIE SRL,,,,idm4925
102,67726328B9,00955050489,RESTAURI ARTISTICI E MONUMENTALI DI FABIO MANNUCCI S.N.C.,,,,idm4943
103,6778610DEB,01802740975,ALAMBICCHI SOC. COOP SOCIALE,,,,idm4963
104,677861520F,01802740975,ALAMBICCHI SOC. COOP SOCIALE,,,,idm4983
105,67917601A8,06487451210,EDIL RESTAURI LA RINUOVA,,,,idm5003
106,679197316E,05162440480,BENCISTA'GIUSEPPE SAS,,,,idm5065
107,67927946EF,02315280731,Arch. Massimiliano Saracino,01-MANDANTE,,0,idm5148
107,67927946EF,03140330121,Arch. Paolo Luigi Poloni,02-MANDATARIA,,0,idm5148
107,67927946EF,03458390121,Arch. Federico Ghirardelli,01-MANDANTE,,0,idm5148
108,679395877F,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm5243
109,67988951A5,04162970489,CONS.EDIL. SRL,,,,idm5261
110,6798914153,05641980726,Manutenzioni srl,,,,idm5323
111,6798972130,06032430487,ACME S.R.L.,,,,idm5385
112,6799648F06,03604410369,PRO SERVICE COSTRZUIONI SRL,,,,idm5447
113,6799895ADC,04883450480,EDILIZIA SAN GIORGIO SRL,,,,idm5530
114,6802925F4A,02079050486,TERMOIDRAULICA FIUMI & C. S.R.L.,,,,idm5607
115,6804845FB9,01150430450,lazzarotti francesca impresa individuale,,,,idm5669
116,68054345CB,,,,,,idm5731
117,680545571F,04876970486,CO&SO,,,,idm5748
118,6818831559,03351210756,LINK MANAGEMENT SPA,,,,idm5768
119,6838773DFF,07585850584,"RAPPRESENTANTE GENERALE DEI LLOYD'S PER L'ITALIA, in nome e per conto sindacato NEON",,,,idm5814
120,68418232F3,06619320010,ACS Service S.r.l.,,,,idm5834
121,68418991AB,05040110487,PUBLIACQUA S.P.A.,,,,idm5857
122,684948884D,02298700010,OLIVETTI TECNOST S.P.A. ASSIST.APPARECCH.ELETTR.,,,,idm5877
123,6855262529,02066400405,MAGGIOLI SPA,,,,idm5897
124,68588928BA,,,,,,idm5916
125,68669198D1,05899220486,CONFART MULTISERVICE,,,,idm5933
126,686782547A,06702681211,D.R.P. SRL,,,,idm5995
127,68786032C4,03019560485,DANTE MAGGESI SRL IMPIANTI TERMO-IDRAULICI,,,,idm6070
128,6880121774,01415010469,TADDEI MASSIMO,,,,idm6160
129,6888298355,02483330466,CERAGIOLI COSTRUZIONI SRL,,,,idm6180
130,689012248b,00293940045,FANTINO COSTRUZIONI S.P.A.,,,,idm6287
131,689244625F,05766530488,C.S.S. SRL,,,,idm6349
132,6892688A11,01267070496,ABATE S.R.L.,,,,idm6428
133,6893412F86,06032430487,ACME S.R.L.,,,,idm6504
134,6893429D8E,01270280462,IMPREDIL S.R.L.,,,,idm6580
135,68953563C7,,,,,,idm6657
136,6897569600,01755510656,CAMPANIA SONDA S.R.L.,,,,idm6731
137,6897766891,11031341008,M.C. APPALTI DI CRISTINI MATTIA,,,,idm6809
138,6899045808,03607960485,CAT COOP.SOC.LE ONLUS,01-MANDANTE,,0,idm6886
138,6899045808,94007510483,Ass. Insieme onlus,02-MANDATARIA,,0,idm6886
138,6899045808,94014800489,ASSOCIAZIONE PROGETTO ARCOBALENO,01-MANDANTE,,0,idm6886
139,6899062610,00127540474,CONGLOMERATI,,,,idm6926
140,6904818411,04753790015,ESSE CL. S.R.L.,01-MANDANTE,,0,idm6982
140,6904818411,15013311004,EMMECI APPALTI SRL,02-MANDATARIA,,0,idm6982
141,6905634573,03780050484,SINT SISTEMA INTEGRATO,,,,idm7069
142,6906711E35,01059810513,SANI SAURO,,,,idm7144
143,6907857FEA,04162970489,CONS.EDIL. SRL,,,,idm7206
144,69094881E0,01645540483,IL POLLICE VERDE DI ROSSI FIAMMETTA E CECCHI LORENZO S.N.C.,,,,idm7282
145,69098436D3,04984660482,INIZIATIVE EDILI SRL,,,,idm7318
146,6910166161,05481180486,SOF S.P.A.,,,,idm7338
147,69104603FE,03974031217,F.LLI FERRARA SRL,,,,idm7396
148,6911179554,01944720489,LA CALENZANO ASFALTI S.P.A. ASFALTI,,,,idm7473
149,6913022638,03893860282,I.TEC. S.R.L.,,,,idm7543
150,6915725CCC,03030960268,MAEG COSTRUZIONI S.P.A.,01-MANDANTE,,0,idm7620
150,6915725CCC,04362570485,CAV. POZZOLINI LORENZO S.R.L.,02-MANDATARIA,,0,idm7620
151,6917197B88,,,,,,idm7877
152,6919294E07,00384580486,FIGLI DI AUGUSTO LORENZINI S.R.L.,,,,idm7933
153,69215324E5,00350400636,TEC.SP.ED,,,,idm7992
154,692180455B,97103880585,poste italiane spa,,,,idm8066
155,69225160EC,00439650482,JACINI SRL EDILE,01-MANDANTE,,0,idm8086
155,69225160EC,00440520484,IRES SPA,02-MANDATARIA,,0,idm8086
155,69225160EC,04715700482,DIMENSIONE VERDE,01-MANDANTE,,0,idm8086
156,6924459455,05223780486,MANNUCCI GEOM. VINICIO S.R.L.,,,,idm8258
157,6926689496,09743081003,AUTOSTRADE TECH SPA,,,,idm8320
158,6926968AD1,05672241048,PIEFFE IMPIANTI SRL,,,,idm8358
159,69269972C2,03333440406,TECNOSERVICE SRL,,,,idm8450
160,69270438B6,01486220500,MARTINO COSTRUZIONI,,,,idm8542
161,69270828E5,,,,,,idm8604
162,69273749DC,05005090484,PROGET IMPIANTI SRL IMPIANTI ELETTRICI,,,,idm8736
163,69275689F4,04154231213,DUE P SRL,,,,idm8813
164,693202472A,06210410483,TERMOIDRAULICA BRUSCHINI DI BRUSCHINI ANDREA,,,,idm8878
165,6933705260,05073440488,DITTA BICCHIELLI SRL,,,,idm8955
166,6933804412,05354400482,BAGNOLI S.R.L. IMPIANTI ELETTRICI,,,,idm9017
167,6951598026,03351210756,LINK MANAGEMENT SPA,,,,idm9079
168,6970604464,03607960485,CAT COOP.SOC.LE ONLUS,01-MANDANTE,,0,idm9107
168,6970604464,03813670480,ASSOCIAZIONE INSIEME ONLUS,02-MANDATARIA,,0,idm9107
169,69706190C6,03607960485,CAT COOP.SOC.LE ONLUS,01-MANDANTE,,0,idm9139
169,69706190C6,03813670480,ASSOCIAZIONE INSIEME ONLUS,02-MANDATARIA,,0,idm9139
170,6993256968,05663940483,RIFREDI INSIEME - SOCIETA' COOPERATIVA SOCIALE,01-MANDANTE,,0,idm9171
170,6993256968,07639750012,diaconia valdese,01-MANDANTE,,0,idm9171
170,6993256968,,CO&SO COOP.SOC.,02-MANDATARIA,MANDANTE,0,idm9171
171,6993756606,00818570012,UNIPOLSAI ASSICURAZIONI S.P.A.,,,,idm9211
172,6997349B0E,04405150485,TECNO PROJECT S.R.L.,,,,idm9231
173,70209921E3,00262540453,AMBIENTE S.C.,01-MANDANTE,,0,idm9251
173,70209921E3,01099790584,SYSTRA-SOTECNI SPA,01-MANDANTE,,0,idm9251
173,70209921E3,02582190837,ARCHITECNA ENIGINEERING SRL,01-MANDANTE,,0,idm9251
173,70209921E3,05839370482,ALEPH S.R.L.,01-MANDANTE,,0,idm9251
173,70209921E3,,SYSTRA S.A.,02-MANDATARIA,05240211002,0,idm9251
174,70234259A7,07149930583,ENGIE SERVIZI SPA,,,,idm9480
175,702626949a,03970540963,PIPPO SPURGHI,,,,idm9511
176,703282137c,04993321217,VIVAI ANTONIO MARRONE S.R.L.,,,,idm9594
177,7037818F20,03168470403,VENTURELLI ROMOLO,,,,idm9670
178,7043766B93,01909680405,STUDIO VERDE,01-MANDANTE,,0,idm9750
178,7043766B93,04299460016,SEACOOP,02-MANDATARIA,,0,idm9750
179,7045534e92,00890600729,urbano,,,,idm9817
180,70457619e7,00440520484,IRES SPA,,,,idm9882
181,704690277d,05097220486,EDILRESTAURI 2N,,,,idm9953
182,70469975E3,01237131004,IGEAMED,01-MANDANTE,,0,idm10030
182,70469975E3,01237131006,IGEAM,01-MANDANTE,,0,idm10030
182,70469975E3,03945320962,DELOITTE CONSULTING,01-MANDANTE,,0,idm10030
182,70469975E3,10178221007,IGEAM ACADEMY,01-MANDANTE,,0,idm10030
182,70469975E3,10317360153,COM METODI,02-MANDATARIA,,0,idm10030
183,7051001E15,02706000847,IMPRESALV SRL,,,,idm10086
184,7051133b04,01350010524,TONI LAVORI SRL,,,,idm10163
185,705129618a,05365500650,ITER,,,,idm10243
186,7051441930,01225680857,CALTAGIRONE,,,,idm10327
187,7052226100,06419661217,EUROASCENSORI,,,,idm10404
188,7065945A44,01603630599,ORACLE ITALIA SRL,,,,idm10448
189,7065990f65,03653600480,C.I.I.E.M. S.R.L.,,,,idm10468
190,7066239ce1,,,,,,idm10545
191,7069715161,04876970486,CO&SO,01-MANDANTE,,0,idm10616
191,7069715161,94022540481,ARCI Comitato regionale onlus,01-MANDANTE,,0,idm10616
191,7069715161,94043850489,CARITAS DIOCESANA FIRENZE,02-MANDATARIA,,0,idm10616
192,7069737388,04876970486,CO&SO,,,,idm10656
193,7071127E95,,,,,,idm10676
194,7071141A24,,,,,,idm10693
195,7071150194,,,,,,idm10710
196,7084139071,06094750483,SCUDERIA MAJOR DI DUCCI COSTIERO & C. S.A.S.,,,,idm10727
197,7086461C9A,94051710484,ass.ne ciao,,,,idm10747
198,70927534EF,03174750277,COOPCULTURE,01-MANDANTE,,0,idm10767
198,70927534EF,03876710488,IL PALINSESTO,01-MANDANTE,,0,idm10767
198,70927534EF,04876970486,CO&SO,02-MANDATARIA,,0,idm10767
199,7093310097,00194480455,coop sociale g.di vittorio onlus,01-MANDANTE,,0,idm10807
199,7093310097,05473090487,ARCHEDOMUS SRL,01-MANDANTE,,0,idm10807
199,7093310097,,CONSORZIO ZENIT COOP.SOC. CONSORTILE ar.l.,02-MANDATARIA,AGGIUDICATARIO/MANDANTE,0,idm10807
200,7093322A7B,,,,,,idm10847
201,70933322BE,,,,,,idm10864
202,709727047B,00393290481,Baspi Bus,,,,idm10887
203,709727589A,00121600514,A.L.A.BUS SRL,,,,idm10907
204,7097279BE6,05726320483,FIBORENT - SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA SIGLABILE FIBORENT SOC. CONS. A R.L.,,,,idm10927
205,7097306231,05726320483,FIBORENT - SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA SIGLABILE FIBORENT SOC. CONS. A R.L.,,,,idm10947
206,70973094AA,06027830485,TOSCANA BUS SRL AUTONOLEGGIO,,,,idm10967
207,7117452332,94183600488,COORDINAMENTO TOSCANO MARGINALITA' FIRENZE ONLUS,,,,idm10987
208,7133750CB8,03351210756,LINK MANAGEMENT SPA,,,,idm11007
209,7135534CEC,,,,,,idm11030
210,71379506ad,06419661217,EUROASCENSORI,,,,idm11133
211,7138438962,04342170489,SEFIR - S.R.L.,,,,idm11193
212,713866116B,06027830485,TOSCANA BUS SRL AUTONOLEGGIO,,,,idm11213
213,7138684465,06473721006,BUSITALIA SITA NORD SRL,,,,idm11233
214,7141699C71,04804621219,E.CO.RES. SRL,,,,idm11253
215,71449295EE,01901710473,impresa diddi costruzioni,,,,idm11387
216,714525856E,PRNMRC65E31H501K,PERONI MARCO,,,,idm11448
217,7146643C5C,03320331212,EDILMAYOR,,,,idm11486
218,714719323F,03926640610,vedil s.r.l,,,,idm11591
219,7156473C55,00167570514,BINDI S.P.A.,01-MANDANTE,,0,idm11668
219,7156473C55,01678590793,GE.CO. SRL,02-MANDATARIA,,0,idm11668
220,7159732DBE,01196980526,F.LLI ZACCARIELLO S. R.L.,,,,idm11784
221,71605218DA,94039720480,associazione volontariato penitenziario,,,,idm11891
222,71638460BD,01415010469,TADDEI MASSIMO,,,,idm11911
223,7164508309,00194480455,coop sociale g.di vittorio onlus,01-MANDANTE,,0,idm12018
223,7164508309,,CONSORZIO ZENIT COOP.SOC. CONSORTILE ar.l.,02-MANDATARIA,AGGIUDICATARIO/MANDANTE,0,idm12018
224,7166399b87,01652620483,BALDINI COSTRUZIONI,,,,idm12050
225,7167980438,04964700480,IMPRESA CENCI COSTRUZIONI EDILI S.R.L.,,,,idm12070
226,7169425CA9,00931311005,AVR,02-MANDATARIA,,0,idm12173
226,7169425CA9,01870270509,SMART ENGINEERING SRL,01-MANDANTE,,0,idm12173
226,7169425CA9,03582900480,SODI STRADE S.R.L.,01-MANDANTE,,0,idm12173
226,7169425CA9,04253560488,HYDEA S.p.a.,01-MANDANTE,,0,idm12173
227,71758155DD,91137650403,SAPIDATA S.P.A.,01-MANDANTE,,0,idm12267
227,71758155DD,97103880585,poste italiane spa,02-MANDATARIA,,0,idm12267
228,7183134daf,00237380506,COLI IMPIANTI,,,,idm12299
229,718783336f,07106311009,MI.PA COSTRUZIONI,,,,idm12379
230,7190384c93,04883450480,EDILIZIA SAN GIORGIO SRL,,,,idm12441
231,719383084f,,,,,,idm12500
232,719413974e,05481180486,SOF S.P.A.,,,,idm12559
233,7200554522,05540890489,BRUSCO & PUGGELLI S.R.L.,,,,idm12784
234,72006135D2,00961961000,C.N.P. COMBUSTIBILI NUOVA PRENESTINA SPA,,,,idm13003
235,7200639b45,00252790977,CITEP,,,,idm13021
236,72015570D7,,,,,,idm13243
237,720155927D,,,,,,idm13260
238,7201566842,,,,,,idm13277
239,72059623F5,01237131004,IGEAMED,02-MANDATARIA,,0,idm13294
239,72059623F5,01237131006,IGEAM,02-MANDATARIA,,0,idm13294
239,72059623F5,03945320962,DELOITTE CONSULTING,02-MANDATARIA,,0,idm13294
239,72059623F5,10178221007,IGEAM ACADEMY,02-MANDATARIA,,0,idm13294
239,72059623F5,10317360153,COM METODI,01-MANDANTE,,0,idm13294
240,7211632AFB,03860140486,L'ABBAINO - SOCIETA' COOPERATIVA SOCIALE,01-MANDANTE,,0,idm13350
240,7211632AFB,04272890486,COOP IL CENACOLO,02-MANDATARIA,,0,idm13350
240,7211632AFB,04841040480,IL POZZO - COOPERATIVA SOCIALE A R.L.,02-MANDATARIA,,0,idm13350
241,721886295E,01040640532,D'ERRICO COSTRUZIONI SAS,02-MANDATARIA,,0,idm13390
241,721886295E,06032430487,ACME S.R.L.,01-MANDANTE,,0,idm13390
242,72317683BE,94069640483,"ASSOCIAZIONE INTERCULTURALE DI DONNE ""NOSOTRAS"" ONLUS",,,,idm13535
243,72354523E0,,,,,,idm13555
244,7239044815,02138850512,QUINTI SEDUTE SRL,,,,idm13572
245,7241857971,03926640610,vedil s.r.l,,,,idm13592
246,7243764F24,04502880489,OPLONDE S.R.L.,01-MANDANTE,,0,idm13669
246,7243764F24,08786190150,SIRAM,02-MANDATARIA,,0,idm13669
247,7243859d8a,00155660525,C.E.I.S. SOC COOP,,,,idm13771
248,7243917D67,01005790488,TAGLIETTI ELIO E C. - S.N.C.,,,,idm13861
249,7244049A56,04502880489,OPLONDE S.R.L.,01-MANDANTE,,0,idm13951
249,7244049A56,08786190150,SIRAM,02-MANDATARIA,,0,idm13951
250,7244075fc9,08786190150,SIRAM,,,,idm14053
251,7246642627,06064050823,SPALLINA LUCIO,,,,idm14143
252,7249719161,04105740486,NIVI CREDIT SOCIETA' A RESPONSABILITA' LIMITATA IN FORMA ABBREVIATA NIVI CREDIT S.R.L.,,,,idm14161
253,7250330995,00524560489,ITALSCAVI DI PRATELLI ALVARO & C. S.A.S.,01-MANDANTE,,0,idm14181
253,7250330995,01040640532,D'ERRICO COSTRUZIONI SAS,01-MANDANTE,,0,idm14181
253,7250330995,06032430487,ACME S.R.L.,02-MANDATARIA,,0,idm14181
254,7250704E36,,,,,,idm14271
255,7252929A58,02015820463,CERAGIOLI COSTRUZIONI SRL,,,,idm14285
256,7255826109,00488410010,TELECOM ITALIA SPA,,,,idm14377
257,72580826bd,01005790488,TAGLIETTI ELIO E C. - S.N.C.,,,,idm14397
258,7258305EC1,06036670484,S.I.T. SERVIZI INTEGRATI TOSCANI,,,,idm14459
259,7260992825,03604410369,PRO SERVICE COSTRZUIONI SRL,,,,idm14490
