n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,aggrgrno,lottoID
1,Z5C2614155,,,,,,idm3
2,Z22262F99E,,,,,,idm17
3,Z672665575,,,,,,idm30
4,ZA52665580,,,,,,idm42
5,ZBB266558C,,,,,,idm54
6,ZA92665599,,,,,,idm66
7,Z7A26655AD,,,,,,idm78
8,ZE5266BE03,,,,,,idm90
9,ZF4266F11E,,,,,,idm102
10,Z88249C727,,,,,,idm114
11,ZD9263DE5E,,,,,,idm128
12,Z3B267B84B,,,,,,idm140
13,Z3E267DF57,,,,,,idm152
14,Z572678212,,,,,,idm165
15,ZA82653BEF,,,,,,idm178
16,Z812681D85,,,,,,idm192
17,Z652683945,,,,,,idm204
18,Z54267F109,,,,,,idm217
19,Z002676B9A,,,,,,idm230
20,Z6F2677CC6,,,,,,idm243
21,Z43265D80F,,,,,,idm256
22,Z66266BD1E,,,,,,idm269
23,ZBA266BF2B,,,,,,idm283
24,Z0D267916C,,,,,,idm297
25,ZFA2679E51,,,,,,idm311
26,ZDC2669E2C,,,,,,idm325
27,ZB626117E6,,,,,,idm339
28,Z8E266C3FA,,,,,,idm353
29,ZD8266B0B4,,,,,,idm365
30,ZDA2668038,,,,,,idm377
31,ZCC2668159,,,,,,idm391
32,7730084B1B,,,,,,idm405
33,7730146E44,,,,,,idm417
34,7730185E73,,,,,,idm429
35,Z4E25F8459,,,,,,idm441
36,759220341D,,,,,,idm454
37,Z7A26459CB,,,,,,idm466
38,Z4E2564193,,,,,,idm480
39,Z30261733E,,,,,,idm494
40,ZD42617062,,,,,,idm508
41,Z9E26168B1,,,,,,idm522
42,Z172614549,,,,,,idm536
43,ZBD247CBD4,,,,,,idm550
44,Z6B24CA783,,,,,,idm564
45,Z3F252D5E5,,,,,,idm578
46,ZEC2616825,,,,,,idm592
47,ZF022C58D4,,,,,,idm606
48,7298822A72,,,,,,idm620
49,Z91262C337,,,,,,idm634
50,Z8D2633DAD,,,,,,idm648
51,Z2B24F0FA5,,,,,,idm662
52,Z6124F1174,,,,,,idm676
53,ZCE24CABA5,,,,,,idm690
54,Z4024CA9A6,,,,,,idm704
55,ZD9253721E,,,,,,idm718
56,Z3E23E7588,,,,,,idm732
57,ZCE2556622,,,,,,idm746
58,5975413ACA,,,,,,idm760
59,Z59264D05C,,,,,,idm774
60,Z5325FFE4B,,,,,,idm788
61,Z132602AD0,,,,,,idm802
62,Z0626530A0,,,,,,idm816
63,75681635AD,,,,,,idm830
64,Z4F2628067,02859080968,Tipografia Giambelli 2mila di Giambelli Sergio Camillo,,,,idm845
65,ZEE264B8CA,,,,,,idm869
66,Z1A266DF8A,,,,,,idm883
67,ZBB26548E6,,,,,,idm897
68,ZF62631C35,,,,,,idm910
69,51284101D0,,,,,,idm923
70,ZCC260D255,,,,,,idm937
71,Z512651BA9,,,,,,idm950
72,ZDB260CF83,,,,,,idm963
73,Z24266CAB4,01341140182,Società Cooperativa Sociale Marta Lombarda FAI,,,,idm977
74,ZFA2641362,,,,,,idm995
75,Z6A265499E,,,,,,idm1009
76,ZA8263DBF2,,,,,,idm1023
77,72123668B3,,,,,,idm1037
78,Z5E2649004,,,,,,idm1049
79,Z2325E944F,,,,,,idm1062
80,Z6325E93E9,,,,,,idm1075
81,Z0D25E9639,,,,,,idm1088
82,Z1F264D165,,,,,,idm1101
83,ZE925E96B1,,,,,,idm1114
84,Z7A2637558,,,,,,idm1127
85,ZD42634411,,,,,,idm1140
86,Z6326417C9,,,,,,idm1154
87,Z542641B96,,,,,,idm1167
88,Z0B26415A3,,,,,,idm1181
89,Z832647C93,,,,,,idm1195
90,Z87266BE2B,,,,,,idm1209
91,6877725E34,,,,,,idm1221
92,ZD82661DA2,,,,,,idm1233
93,ZAE25933F0,,,,,,idm1247
94,Z732661ED8,,,,,,idm1261
95,ZCF2661E26,,,,,,idm1275
96,Z5E2661C20,,,,,,idm1289
97,ZDA2639A01,,,,,,idm1303
98,Z83266E740,,,,,,idm1317
99,Z472650947,,,,,,idm1329
100,Z872643519,,,,,,idm1342
101,ZAF25E94C9,,,,,,idm1355
102,Z87264CF08,,,,,,idm1368
103,ZE12652705,,,,,,idm1381
104,7082731684,,,,,,idm1394
105,Z901B34AC5,,,,,,idm1407
106,Z08265D7D8,,,,,,idm1420
107,Z9F266AF11,,,,,,idm1433
108,ZF92667BD4,,,,,,idm1446
109,ZD22666A74,,,,,,idm1459
110,Z0A2650886,,,,,,idm1472
111,ZC7265D75C,,,,,,idm1485
112,Z61261F716,,,,,,idm1498
113,Z8B264333C,,,,,,idm1511
114,Z292652869,,,,,,idm1524
115,Z8A26668B2,,,,,,idm1537
116,Z90263D289,,,,,,idm1550
117,Z912641D52,,,,,,idm1563
118,Z6826728D7,,,,,,idm1576
119,ZCC266AE73,,,,,,idm1589
120,ZA42657D87,,,,,,idm1602
121,Z1D26344BF,,,,,,idm1615
122,Z1B266ADCE,,,,,,idm1628
123,ZA8228C15A,,,,,,idm1641
124,Z4B2654820,,,,,,idm1654
125,ZB126529C5,,,,,,idm1667
126,Z862657A58,,,,,,idm1680
127,Z672650528,,,,,,idm1693
128,Z952677077,,,,,,idm1706
129,ZD72657E87,,,,,,idm1720
130,Z972666942,,,,,,idm1733
131,Z9C26507AD,,,,,,idm1746
132,Z332652634,,,,,,idm1759
133,Z7726524EC,,,,,,idm1772
134,Z74264D1C1,,,,,,idm1785
135,Z40264D759,,,,,,idm1798
136,ZF42542BD7,,,,,,idm1811
137,ZD925A95B6,,,,,,idm1825
138,ZEC25FFC64,,,,,,idm1839
139,ZB925A94EE,,,,,,idm1853
140,Z262634536,,,,,,idm1867
141,Z68260D2D5,,,,,,idm1880
142,Z50253ED02,,,,,,idm1893
143,ZB12635907,,,,,,idm1907
144,Z282646311,,,,,,idm1921
145,Z192642C0A,,,,,,idm1934
146,Z672642C79,,,,,,idm1947
147,Z132653130,,,,,,idm1960
148,Z65261E975,,,,,,idm1973
149,Z042643225,,,,,,idm1986
150,Z832633DEC,,,,,,idm1999
151,Z5026278D4,,,,,,idm2012
152,Z682633E7D,,,,,,idm2025
153,689985654B,,,,,,idm2038
154,689975846C,,,,,,idm2051
155,Z0B2014E5E,,,,,,idm2064
156,ZB0240F61C,,,,,,idm2078
157,Z95260ABFA,,,,,,idm2092
158,Z7D260AC5F,,,,,,idm2105
159,Z77260ACB7,,,,,,idm2118
160,ZFA26266EB,,,,,,idm2131
161,ZE925C97DE,,,,,,idm2145
162,Z772619902,,,,,,idm2159
163,ZB92624E89,,,,,,idm2173
164,ZC62622AD2,,,,,,idm2187
165,ZEC25DB6F9,,,,,,idm2201
166,Z66260B7D2,,,,,,idm2215
167,Z9726264BF,,,,,,idm2229
168,Z40254905B,01798330138,BERTELE' SRL,,,,idm2243
169,Z6A25FA468,01848120158,DITTA BASSETTO SRL,,,,idm2261
170,ZE9263D3F9,,,,,,idm2279
171,7550939FF8,08477970969,Agenzia Yes!,,,,idm2293
172,Z9D2596C25,,,,,,idm2311
173,1213456789,,,,,,idm2325
174,76353477AA,,,,,,idm2339
175,Z73250F8B2,,,,,,idm2353
176,Z5926199BF,,,,,,idm2367
177,ZDD25D3182,,,,,,idm2381
178,Z14267643F,,,,,,idm2395
179,Z8A26690E5,,,,,,idm2409
180,Z21266900C,,,,,,idm2423
181,Z872604141,,,,,,idm2437
182,Z3E266A3A1,,,,,,idm2451
183,Z592667FC4,,,,,,idm2465
184,Z5A266A25A,,,,,,idm2479
185,7706066ED2,,,,,,idm2493
186,Z8E2635093,,,,,,idm2507
187,7722234D14,,,,,,idm2521
188,Z382646E3E,,,,,,idm2535
189,Z602625DC4,,,,,,idm2549
190,Z582637501,,,,,,idm2563
191,Z622652B07,,,,,,idm2577
192,ZD9265A162,,,,,,idm2591
193,Z12265F408,,,,,,idm2604
194,ZE72676B1D,,,,,,idm2616
